state,issue_age,gender,plan,uw_class,preferred,hhd,application_count,entered_premium
NC,68,M,G,OE,Y,Y,1,1549.2
NE,68,F,G,OE,Y,N,1,1802.88
NE,68,M,G,OE,Y,N,1,2028.24
NE,68,F,G,OE,Y,Y,1,1622.64
NE,68,M,G,OE,Y,Y,2,3650.88
PA,68,M,G,OE,Y,N,1,2431.68
PA,68,F,G,OE,Y,Y,4,7210.96
PA,68,M,G,OE,Y,Y,3,5399.28
SC,68,F,G,OE,Y,Y,1,1493.64
SC,68,M,G,OE,Y,Y,1,1683.96
TN,68,M,G,OE,Y,Y,2,3292.2
TX,68,F,G,OE,Y,Y,2,3081.48
TX,68,M,G,OE,Y,Y,1,2120.64
VA,68,F,G,OE,Y,Y,1,1284.24
VA,68,M,G,OE,Y,Y,1,1806.0
VA,68,M,G,OE,N,N,1,1444.85
VA,68,F,G,OE,Y,Y,2,2568.48
VA,68,M,G,OE,Y,Y,1,1715.64
AZ,68,F,G,UW,Y,N,2,3750.72
AZ,68,F,G,UW,Y,Y,5,8433.6
AZ,68,M,G,UW,Y,Y,4,7709.16
AZ,68,M,G,UW,N,Y,1,2364.24
CO,68,F,G,UW,N,Y,1,1972.56
FL,68,M,G,UW,Y,N,1,3127.32
GA,68,F,G,UW,Y,Y,1,1726.08
IA,68,M,G,UW,N,N,1,1836.12
IA,68,F,G,UW,Y,Y,2,2811.24
IA,68,M,G,UW,Y,Y,2,3162.72
IA,68,F,G,UW,N,Y,2,2937.84
IA,68,F,G,UW,N,Y,1,1669.2
IL,68,F,G,UW,Y,Y,8,12106.21
IL,68,M,G,UW,Y,Y,13,21752.76
IL,68,F,G,UW,N,Y,1,1633.32
IL,68,M,G,UW,N,Y,4,7576.8
LA,68,M,G,UW,Y,Y,2,3324.24
LA,68,F,G,UW,N,Y,1,1625.16
MI,68,F,G,UW,Y,N,2,3494.04
MI,68,F,G,UW,N,N,1,1847.16
MI,68,M,G,UW,Y,Y,4,6969.72
MI,68,F,G,UW,N,Y,1,1620.0
NC,68,F,G,UW,Y,Y,2,2694.24
NC,68,M,G,UW,Y,Y,3,4647.6
NC,68,F,G,UW,N,Y,1,1481.94
NC,68,M,G,UW,N,Y,1,1704.12
NE,68,F,G,UW,N,N,1,1983.12
NE,68,F,G,UW,Y,Y,1,1622.64
NE,68,F,G,UW,N,Y,1,1784.76
NJ,68,F,G,UW,Y,N,3,5956.92
NJ,68,M,G,UW,Y,N,2,4566.96
NJ,68,F,G,UW,N,N,1,2184.24
NJ,68,F,G,UW,Y,Y,8,14773.44
PA,68,F,G,UW,Y,N,1,2114.52
PA,68,M,G,UW,N,N,1,2378.76
PA,68,F,G,UW,Y,Y,1,1596.36
PA,68,M,G,UW,Y,Y,2,4265.28
PA,68,M,G,UW,N,Y,1,2019.48
PA,68,F,G,UW,N,Y,1,2318.04
SC,68,F,G,UW,Y,N,1,1669.68
SC,68,F,G,UW,Y,Y,4,5857.44
SC,68,M,G,UW,Y,Y,2,3367.92
TN,68,F,G,UW,Y,N,2,3472.44
TN,68,F,G,UW,Y,Y,2,2817.6
TN,68,M,G,UW,Y,Y,2,3502.08
TX,68,M,G,UW,Y,N,1,2081.64
TX,68,F,G,UW,Y,Y,3,4473.72
TX,68,F,G,UW,N,Y,1,2028.48
VA,68,M,G,UW,N,N,1,1765.8
VA,68,F,G,UW,Y,Y,1,1284.24
VA,68,M,G,UW,Y,Y,1,1444.8
VA,68,M,G,UW,N,Y,1,1589.16
VA,68,M,G,UW,N,Y,1,2144.64
IA,68,F,G,OE,Y,Y,1,497.64
PA,68,F,G,OE,Y,Y,1,550.68
FL,68,M,G,UW,Y,N,1,1078.92
GA,68,M,N,OE,Y,N,1,1596.0
GA,68,F,N,OE,Y,Y,1,1217.16
GA,68,M,N,OE,Y,Y,1,1661.28
IL,68,M,N,OE,Y,N,1,1415.76
IL,68,F,N,OE,Y,Y,1,1017.96
IL,68,M,N,OE,Y,Y,1,1274.16
MI,68,M,N,OE,Y,N,1,1431.04
MI,68,F,N,OE,Y,Y,1,1179.48
NE,68,M,N,OE,Y,N,1,1505.52
OH,68,M,N,OE,Y,Y,1,1416.6
SC,68,M,N,OE,Y,Y,1,1297.56
TX,68,M,N,OE,Y,Y,2,2897.04
VA,68,M,N,OE,Y,Y,1,1089.96
AZ,68,F,N,UW,Y,Y,1,1263.36
FL,68,F,N,UW,Y,Y,1,1985.4
GA,68,M,N,UW,N,N,1,2415.0
GA,68,M,N,UW,Y,Y,3,4199.04
IA,68,F,N,UW,N,N,1,1432.56
IL,68,F,N,UW,N,N,1,1572.96
IL,68,F,N,UW,Y,Y,2,2265.12
IL,68,M,N,UW,Y,Y,4,5137.44
IL,68,F,N,UW,N,Y,1,1119.84
LA,68,F,N,UW,Y,Y,1,1458.48
MI,68,F,N,UW,Y,N,1,1344.84
MI,68,M,N,UW,N,N,1,1574.04
MI,68,F,N,UW,Y,Y,1,1179.48
MI,68,M,N,UW,Y,Y,2,2611.32
NC,68,F,N,UW,Y,Y,2,2137.68
NC,68,M,N,UW,Y,Y,1,1137.36
NE,68,F,N,UW,N,N,1,1472.04
NJ,68,F,N,UW,Y,N,5,6914.4
NJ,68,M,N,UW,Y,N,2,3180.48
PA,68,M,N,UW,Y,N,1,1785.12
PA,68,F,N,UW,Y,Y,2,2722.8
TN,68,F,N,UW,Y,Y,1,1034.28
TN,68,M,N,UW,Y,Y,1,1189.44
TX,68,F,N,UW,Y,Y,1,1059.48
TX,68,M,N,UW,Y,Y,2,2558.64
TX,68,F,N,UW,N,Y,1,1165.44
VA,68,F,N,UW,Y,N,1,1076.4
WI,68,M,G,GI,Y,Y,2,4736.64
WI,68,F,G,OE,Y,Y,2,3669.0
WI,68,M,G,OE,Y,Y,1,1851.0
WI,68,M,G,UW,Y,Y,2,4030.56
CO,68,F,G,GI,N,Y,1,2241.48
GA,68,M,G,GI,Y,Y,1,1923.24
IL,68,F,G,GI,Y,Y,1,1502.52
TX,68,F,G,GI,Y,Y,1,1595.4
AZ,68,F,G,OE,Y,Y,1,1769.88
AZ,68,M,G,OE,Y,Y,3,5673.96
CO,68,M,G,OE,Y,N,1,2241.6
CO,68,F,G,OE,Y,Y,1,1667.28
CO,68,M,G,OE,Y,Y,3,5626.8
FL,68,F,G,OE,Y,N,1,2719.32
GA,68,F,G,OE,Y,Y,3,5493.48
IA,68,F,G,OE,Y,N,1,1639.92
IA,68,M,G,OE,Y,N,1,2306.16
IA,68,F,G,OE,Y,Y,2,2951.76
IA,68,M,G,OE,Y,Y,2,3162.72
IL,68,F,G,OE,Y,Y,1,1550.64
IL,68,M,G,OE,Y,Y,4,6590.4
KS,68,M,G,OE,Y,Y,1,2078.04
MI,68,M,G,OE,Y,Y,3,5381.28
NC,68,F,G,OE,Y,Y,1,1353.96
NC,68,M,G,OE,Y,Y,1,1557.0
NE,68,F,G,OE,Y,N,1,1802.88
NE,68,F,G,OE,Y,Y,2,3245.28
NE,68,M,G,OE,Y,Y,1,1825.44
PA,68,F,G,OE,Y,N,1,1663.08
PA,68,F,G,OE,Y,Y,1,1863.72
PA,68,M,G,OE,Y,Y,3,6429.6
SC,68,F,G,OE,Y,N,1,1678.08
SC,68,M,G,OE,Y,N,1,1929.72
SC,68,F,G,OE,Y,Y,2,3181.2
SC,68,M,G,OE,Y,Y,2,3384.72
TN,68,F,G,OE,Y,Y,1,1461.24
TN,68,M,G,OE,Y,Y,2,3256.56
TX,68,F,G,OE,Y,N,4,8226.48
TX,68,F,G,OE,Y,Y,1,1450.44
TX,68,M,G,OE,Y,Y,1,1668.0
VA,68,F,G,OE,Y,N,2,2887.92
VA,68,M,G,OE,Y,Y,3,4659.96
NJ,68,M,G,OE,N,N,1,2295.01
TN,68,M,G,OE,N,N,1,1628.33
IA,68,M,G,OE,Y,Y,1,1502.28
IL,68,M,G,OE,Y,Y,1,1690.32
PA,68,F,G,OE,Y,Y,1,1863.72
VA,68,F,G,OE,Y,N,1,1443.96
VA,68,M,G,OE,Y,N,2,1624.44
VA,68,F,G,OE,Y,Y,6,8122.44
VA,68,M,G,OE,Y,Y,4,5847.84
AZ,68,F,G,UW,Y,N,2,3810.8
AZ,68,M,G,UW,Y,N,1,2156.64
AZ,68,F,G,UW,Y,Y,5,8276.28
AZ,68,M,G,UW,Y,Y,4,7565.28
AZ,68,M,G,UW,N,Y,1,2080.44
CO,68,M,G,UW,Y,Y,2,4034.88
CO,68,F,G,UW,N,Y,1,1833.96
FL,68,F,G,UW,Y,N,1,3158.88
GA,68,F,G,UW,Y,N,1,1987.32
GA,68,F,G,UW,Y,Y,1,1672.44
IA,68,F,G,UW,Y,N,2,3123.72
IA,68,M,G,UW,Y,N,1,1669.2
IA,68,F,G,UW,Y,Y,1,1335.36
IA,68,M,G,UW,Y,Y,5,7827.72
IL,68,F,G,UW,Y,N,1,1669.44
IL,68,M,G,UW,N,N,2,4131.84
IL,68,M,G,UW,N,N,1,2347.68
IL,68,F,G,UW,Y,Y,7,10365.6
IL,68,M,G,UW,Y,Y,3,5334.12
IL,68,M,G,UW,N,Y,1,1859.28
KS,68,F,G,UW,Y,Y,1,1847.16
LA,68,M,G,UW,Y,Y,1,1682.04
MI,68,F,G,UW,Y,Y,2,3079.56
MI,68,M,G,UW,Y,Y,4,7197.52
MI,68,M,G,UW,N,Y,1,1872.24
NC,68,M,G,UW,Y,N,2,3550.8
NC,68,F,G,UW,Y,Y,6,8552.52
NC,68,M,G,UW,Y,Y,3,4671.0
NE,68,F,G,UW,Y,N,2,3605.76
NE,68,F,G,UW,N,N,1,1983.12
NE,68,F,G,UW,Y,Y,1,1622.64
NE,68,F,G,UW,N,Y,1,1784.76
NJ,68,F,G,UW,Y,N,4,7982.4
NJ,68,M,G,UW,Y,N,2,4589.76
NJ,68,M,G,UW,N,N,1,2524.44
NJ,68,F,G,UW,Y,Y,3,5567.76
NJ,68,M,G,UW,Y,Y,3,6563.28
OH,68,F,G,UW,Y,N,2,3829.44
OH,68,F,G,UW,Y,Y,1,1594.44
PA,68,F,G,UW,Y,N,2,3954.48
PA,68,M,G,UW,Y,N,1,2103.72
PA,68,M,G,UW,Y,Y,3,5833.2
PA,68,M,G,UW,N,Y,1,1845.0
SC,68,F,G,UW,Y,N,1,1678.08
SC,68,F,G,UW,Y,Y,1,1471.68
TN,68,F,G,UW,Y,Y,1,1415.88
TN,68,M,G,UW,Y,Y,2,3256.56
TN,68,F,G,UW,N,Y,1,1557.48
TX,68,F,G,UW,Y,N,1,1819.2
TX,68,M,G,UW,N,N,1,2377.32
TX,68,F,G,UW,Y,Y,4,6607.44
TX,68,M,G,UW,Y,Y,7,12306.0
TX,68,F,G,UW,N,Y,2,4077.12
VA,68,M,G,UW,Y,N,1,1624.44
VA,68,F,G,UW,Y,Y,2,2924.04
VA,68,M,G,UW,Y,Y,8,11969.76
VA,68,F,G,UW,N,Y,1,1697.52
VA,68,M,G,UW,N,Y,1,1608.24
NH,68,M,G,GI,Y,Y,1,864.96
AZ,68,F,N,OE,Y,Y,2,2567.16
FL,68,F,N,OE,Y,Y,3,6778.32
IL,68,F,N,OE,Y,Y,2,2292.72
IL,68,M,N,OE,Y,Y,1,1289.52
MI,68,F,N,OE,Y,Y,1,1096.68
NE,68,M,N,OE,Y,Y,1,1354.92
NH,68,F,N,OE,Y,Y,1,1731.36
NJ,68,F,N,OE,Y,N,1,1389.72
PA,68,F,N,OE,Y,Y,1,1368.12
PA,68,M,N,OE,Y,Y,1,1573.32
TX,68,M,N,OE,Y,Y,1,1564.56
AZ,68,M,N,UW,Y,Y,1,1452.84
FL,68,F,N,UW,Y,Y,1,1985.4
IA,68,F,N,UW,N,N,1,1979.16
IA,68,F,N,UW,Y,Y,1,1031.4
IA,68,M,N,UW,N,Y,1,1276.32
IL,68,M,N,UW,N,Y,1,1463.88
KS,68,F,N,UW,Y,Y,1,1268.4
MI,68,F,N,UW,Y,Y,1,1185.36
MI,68,M,N,UW,Y,Y,3,3987.6
NC,68,F,N,UW,Y,Y,1,993.84
NC,68,M,N,UW,Y,Y,1,1143.0
NC,68,F,N,UW,N,Y,1,1242.36
NJ,68,F,N,UW,Y,N,3,4169.16
NJ,68,M,N,UW,Y,N,2,3196.56
PA,68,F,N,UW,Y,N,1,1560.0
PA,68,M,N,UW,Y,N,1,1794.0
PA,68,F,N,UW,Y,Y,5,6691.4
PA,68,M,N,UW,Y,Y,3,4501.08
PA,68,F,N,UW,N,Y,1,1710.12
SC,68,F,N,UW,Y,Y,2,2267.76
TX,68,F,N,UW,Y,N,1,1551.36
TX,68,F,N,UW,Y,Y,2,2721.12
TX,68,M,N,UW,Y,Y,1,1224.48
TX,68,F,N,UW,N,Y,1,1288.32
VA,68,M,N,UW,Y,N,1,1225.68
VA,68,F,N,UW,Y,Y,1,980.52
WI,68,M,G,OE,Y,Y,1,2380.32
WI,68,F,G,UW,Y,Y,2,3957.96
WI,68,M,G,UW,Y,Y,1,2380.32
KS,73,F,F,UW,Y,Y,1,2148.6
AZ,73,M,G,GI,Y,Y,1,1891.32
CO,73,M,G,GI,Y,N,1,2241.6
MI,73,M,G,GI,Y,Y,1,1848.72
VA,73,M,G,GI,Y,Y,1,1491.48
AZ,73,M,G,OE,Y,Y,1,1891.32
CO,73,F,G,OE,Y,Y,2,3334.56
FL,73,F,G,OE,Y,N,1,2719.32
FL,73,F,G,OE,Y,Y,2,5302.56
GA,73,M,G,OE,Y,Y,2,3927.48
IA,73,F,G,OE,Y,N,1,1639.92
IA,73,M,G,OE,Y,N,1,1669.2
IA,73,F,G,OE,Y,Y,1,1335.36
IL,73,F,G,OE,Y,N,2,3406.2
IL,73,M,G,OE,Y,N,1,1915.92
IL,73,F,G,OE,Y,Y,2,3065.52
IL,73,M,G,OE,Y,Y,5,9158.52
KS,73,M,G,OE,Y,Y,1,2119.8
LA,73,M,G,OE,Y,Y,1,1816.8
MI,73,F,G,OE,Y,N,1,1833.12
MI,73,F,G,OE,Y,Y,3,4702.8
MI,73,M,G,OE,Y,Y,1,1848.72
NC,73,F,G,OE,Y,N,2,3102.96
NC,73,M,G,OE,Y,Y,1,1564.8
NE,73,F,G,OE,Y,N,1,1802.88
NE,73,M,G,OE,Y,Y,1,1825.44
NJ,73,F,G,OE,Y,N,1,2005.56
NJ,73,M,G,OE,Y,N,2,4686.72
NJ,73,F,G,OE,Y,Y,2,3730.32
NJ,73,M,G,OE,Y,Y,2,4290.0
OH,73,F,G,OE,Y,N,1,1780.44
PA,73,M,G,OE,Y,Y,2,4308.0
SC,73,F,G,OE,Y,Y,2,2958.0
TN,73,M,G,OE,Y,Y,1,1636.32
TX,73,F,G,OE,Y,N,1,2191.8
TX,73,M,G,OE,Y,N,1,1911.36
TX,73,M,G,OE,Y,Y,2,3687.84
VA,73,F,G,OE,Y,Y,2,2899.92
VA,73,M,G,OE,Y,Y,2,2982.96
GA,73,F,G,OE,Y,N,1,1907.04
SC,73,M,G,OE,Y,Y,1,1700.88
VA,73,F,G,OE,Y,N,6,8838.0
VA,73,M,G,OE,Y,N,1,1657.2
VA,73,F,G,OE,Y,Y,3,3976.92
VA,73,M,G,OE,Y,Y,9,13423.32
AZ,73,M,G,UW,Y,N,2,4382.4
AZ,73,F,G,UW,Y,Y,6,9993.48
AZ,73,M,G,UW,Y,Y,3,5673.96
AZ,73,M,G,UW,N,Y,1,2364.24
CO,73,F,G,UW,Y,N,2,3522.0
FL,73,F,G,UW,Y,Y,1,2651.28
GA,73,F,G,UW,Y,Y,2,3485.76
GA,73,M,G,UW,Y,Y,1,1923.24
IA,73,F,G,UW,Y,Y,6,8433.72
IA,73,M,G,UW,Y,Y,1,1502.28
IA,73,F,G,UW,N,Y,1,1468.92
IA,73,M,G,UW,N,Y,1,1826.52
IA,73,F,G,UW,N,Y,1,1845.0
IL,73,F,G,UW,Y,N,11,18771.84
IL,73,M,G,UW,Y,N,2,3831.84
IL,73,F,G,UW,Y,Y,8,12520.08
IL,73,M,G,UW,Y,Y,5,8834.64
IL,73,F,G,UW,N,Y,1,1686.12
IL,73,F,G,UW,N,Y,1,2152.8
KS,73,F,G,UW,Y,N,1,2093.64
KS,73,M,G,UW,N,N,1,3200.52
LA,73,M,G,UW,Y,N,1,2083.32
LA,73,F,G,UW,Y,Y,1,1525.2
LA,73,M,G,UW,N,Y,1,1887.36
MI,73,F,G,UW,Y,N,1,1833.12
MI,73,F,G,UW,Y,Y,8,12861.24
MI,73,F,G,UW,N,Y,2,3404.52
MI,73,M,G,UW,N,Y,1,1881.6
NC,73,F,G,UW,Y,N,1,1551.48
NC,73,M,G,UW,Y,N,1,1784.28
NC,73,F,G,UW,Y,Y,6,8384.04
NC,73,M,G,UW,Y,Y,3,4694.4
NC,73,M,G,UW,N,Y,2,3442.32
NE,73,F,G,UW,Y,Y,4,6490.56
NE,73,F,G,UW,N,Y,1,1784.76
NE,73,M,G,UW,N,Y,1,3042.36
NJ,73,F,G,UW,Y,N,3,6016.68
NJ,73,M,G,UW,Y,N,1,2306.4
NJ,73,F,G,UW,Y,Y,2,3730.32
NJ,73,M,G,UW,Y,Y,2,4290.0
NJ,73,M,G,UW,N,Y,2,4718.88
OH,73,F,G,UW,Y,N,3,5629.08
OH,73,M,G,UW,Y,N,1,2378.4
OH,73,M,G,UW,N,N,1,2252.16
PA,73,M,G,UW,Y,N,1,2114.28
PA,73,F,G,UW,Y,Y,8,14983.68
PA,73,M,G,UW,Y,Y,3,6462.0
PA,73,M,G,UW,N,Y,1,2369.28
SC,73,F,G,UW,Y,N,1,1686.48
SC,73,M,G,UW,Y,N,1,1939.44
SC,73,F,G,UW,N,N,1,1855.08
SC,73,F,G,UW,Y,Y,4,5916.0
SC,73,M,G,UW,Y,Y,2,3401.76
SC,73,F,G,UW,N,Y,2,3253.92
SC,73,M,G,UW,N,Y,2,3741.84
TN,73,F,G,UW,Y,N,1,1622.52
TN,73,F,G,UW,Y,Y,3,4268.88
TN,73,F,G,UW,N,Y,1,1565.28
TN,73,M,G,UW,N,Y,2,3600.0
TX,73,M,G,UW,Y,N,1,2442.36
TX,73,F,G,UW,Y,Y,4,6122.16
TX,73,M,G,UW,Y,Y,3,6127.92
TX,73,F,G,UW,N,Y,1,2328.12
VA,73,F,G,UW,Y,N,1,1473.0
VA,73,M,G,UW,Y,N,1,1657.2
VA,73,F,G,UW,N,N,2,3240.72
VA,73,M,G,UW,N,N,1,1822.92
VA,73,F,G,UW,Y,Y,7,9528.12
VA,73,M,G,UW,Y,Y,4,5965.92
VA,73,M,G,UW,N,Y,1,1640.64
VA,73,M,G,UW,N,Y,1,1864.32
GA,73,F,F,GI,Y,N,1,878.88
GA,73,M,G,OE,Y,N,1,780.84
AZ,73,F,G,UW,Y,Y,1,709.2
CO,73,M,N,OE,Y,Y,1,1266.12
FL,73,M,N,OE,Y,Y,2,5511.72
IL,73,F,N,OE,Y,Y,1,1180.32
MI,73,F,N,OE,Y,N,1,1358.4
NJ,73,F,N,OE,Y,N,1,1396.68
NJ,73,F,N,OE,Y,Y,1,1298.88
NJ,73,M,N,OE,Y,Y,1,1493.76
PA,73,F,N,OE,Y,N,1,1567.8
PA,73,M,N,OE,Y,Y,1,1581.24
PA,73,F,N,OE,N,N,1,1567.88
VA,73,F,N,OE,Y,Y,1,1009.68
AZ,73,F,N,UW,Y,N,1,1440.48
AZ,73,F,N,UW,Y,Y,1,1263.36
AZ,73,M,N,UW,Y,Y,1,1452.84
IA,73,F,N,UW,Y,Y,2,2565.02
IA,73,M,N,UW,Y,Y,2,2763.48
IL,73,M,N,UW,Y,N,1,1326.24
IL,73,F,N,UW,Y,Y,3,3421.68
IL,73,M,N,UW,Y,Y,2,2655.6
MI,73,F,N,UW,Y,Y,2,2382.72
MI,73,M,N,UW,Y,Y,1,1370.04
NC,73,F,N,UW,Y,N,1,1139.04
NC,73,F,N,UW,N,Y,1,1098.84
NE,73,M,N,UW,Y,Y,1,1354.92
NE,73,F,N,UW,N,Y,1,1324.8
NE,73,M,N,UW,N,Y,1,1490.52
NJ,73,F,N,UW,Y,N,2,2793.36
NJ,73,M,N,UW,Y,N,2,3212.4
NJ,73,F,N,UW,N,N,1,1536.36
NJ,73,F,N,UW,N,N,1,1745.88
NJ,73,F,N,UW,Y,Y,1,1298.88
NJ,73,M,N,UW,Y,Y,1,1493.76
OH,73,F,N,UW,Y,N,1,1382.4
OH,73,F,N,UW,Y,Y,1,1244.16
PA,73,F,N,UW,Y,N,1,1567.8
PA,73,F,N,UW,N,N,1,1724.64
PA,73,F,N,UW,Y,Y,1,1374.96
TX,73,F,N,UW,Y,N,1,1342.2
TX,73,M,N,UW,N,N,1,1972.2
TX,73,F,N,UW,Y,Y,1,1367.28
TX,73,M,N,UW,Y,Y,3,3814.8
VA,73,F,N,UW,Y,Y,2,2271.72
WI,73,F,G,OE,Y,N,1,2188.08
WI,73,F,G,UW,Y,N,1,1836.48
WI,73,M,G,UW,Y,Y,2,4574.52
GA,73,M,F,GI,Y,Y,1,3576.72
VA,73,F,F,GI,Y,Y,1,1642.2
IA,73,M,F,UW,Y,Y,1,2013.8
IA,73,F,F,UW,N,Y,1,1781.4
IL,73,F,F,UW,Y,Y,1,1898.76
MI,73,F,F,UW,Y,Y,1,2009.88
MI,73,M,F,UW,N,Y,1,2542.44
VA,73,F,F,UW,Y,Y,1,1642.2
AZ,73,M,G,GI,Y,N,1,2156.64
IA,73,M,G,GI,Y,N,1,1857.24
TX,73,F,G,GI,Y,Y,1,1871.76
VA,73,F,G,GI,Y,N,1,1525.32
AZ,73,F,G,OE,Y,N,1,1875.36
AZ,73,M,G,OE,Y,Y,1,1891.32
FL,73,M,G,OE,Y,Y,1,3049.08
GA,73,F,G,OE,Y,Y,2,3415.32
GA,73,M,G,OE,Y,Y,1,1923.24
IA,73,F,G,OE,Y,Y,1,1344.24
IA,73,M,G,OE,Y,Y,5,8039.16
IL,73,F,G,OE,Y,N,1,1585.2
IL,73,M,G,OE,Y,Y,1,1785.6
NC,73,M,G,OE,Y,Y,1,1572.6
NE,73,F,G,OE,Y,Y,1,1685.76
NH,73,F,G,OE,Y,Y,1,2180.16
NJ,73,M,G,OE,Y,Y,2,4311.36
PA,73,F,G,OE,Y,N,2,4292.64
PA,73,M,G,OE,Y,N,1,2124.84
PA,73,M,G,OE,Y,Y,1,1863.48
SC,73,M,G,OE,Y,N,1,1949.16
SC,73,F,G,OE,Y,Y,1,1486.44
TN,73,F,G,OE,Y,Y,1,1430.16
TN,73,M,G,OE,Y,Y,1,1644.6
TX,73,F,G,OE,Y,N,1,2134.32
TX,73,F,G,OE,Y,Y,1,1871.76
PA,73,F,G,OE,Y,N,1,2146.32
VA,73,F,G,OE,Y,N,2,3050.64
VA,73,M,G,OE,Y,N,1,1716.0
VA,73,F,G,OE,Y,Y,11,15444.0
VA,73,M,G,OE,Y,Y,8,12355.22
AZ,73,F,G,UW,Y,N,3,5626.08
AZ,73,M,G,UW,Y,N,2,4313.28
AZ,73,F,G,UW,N,N,2,4125.84
AZ,73,F,G,UW,Y,Y,4,6578.88
AZ,73,M,G,UW,Y,Y,6,11701.8
AZ,73,F,G,UW,N,Y,1,1809.24
AZ,73,M,G,UW,N,Y,3,6466.32
AZ,73,F,G,UW,N,Y,2,4111.68
AZ,73,M,G,UW,N,Y,1,2364.24
CO,73,F,G,UW,Y,N,1,1924.56
CO,73,F,G,UW,Y,Y,3,5503.56
CO,73,M,G,UW,Y,Y,5,9737.16
FL,73,F,G,UW,Y,N,2,5878.2
FL,73,M,G,UW,Y,N,2,7265.28
FL,73,F,G,UW,Y,Y,3,7953.84
FL,73,M,G,UW,Y,Y,1,3049.08
GA,73,F,G,UW,Y,N,1,1907.04
GA,73,F,G,UW,N,N,1,2383.8
IA,73,F,G,UW,Y,N,1,1493.64
IA,73,M,G,UW,Y,N,1,1857.24
IA,73,M,G,UW,Y,Y,3,4696.2
IA,73,F,G,UW,N,Y,2,3113.16
IA,73,M,G,UW,N,Y,1,2298.36
IA,73,F,G,UW,N,Y,1,1680.36
IL,73,F,G,UW,Y,N,5,8857.2
IL,73,M,G,UW,Y,N,3,5814.72
IL,73,F,G,UW,N,N,1,2001.96
IL,73,F,G,UW,N,N,2,4681.2
IL,73,F,G,UW,Y,Y,9,14676.48
IL,73,M,G,UW,Y,Y,2,3571.2
IL,73,F,G,UW,N,Y,3,5237.28
IL,73,M,G,UW,N,Y,1,1964.04
LA,73,F,G,UW,Y,N,2,3509.52
LA,73,M,G,UW,Y,Y,1,1881.24
MI,73,M,G,UW,Y,N,2,4237.2
MI,73,M,G,UW,N,N,1,2330.52
MI,73,F,G,UW,N,N,1,2302.8
MI,73,F,G,UW,Y,Y,5,8199.0
MI,73,M,G,UW,Y,Y,14,25456.08
MI,73,F,G,UW,N,Y,1,1644.36
MI,73,M,G,UW,N,Y,1,2043.84
NC,73,F,G,UW,Y,N,1,1559.28
NC,73,F,G,UW,Y,Y,5,6837.6
NC,73,M,G,UW,Y,Y,5,7863.0
NC,73,M,G,UW,N,Y,1,1729.8
NE,73,F,G,UW,Y,N,1,1814.96
NE,73,M,G,UW,Y,N,1,2041.8
NE,73,M,G,UW,Y,Y,1,1837.56
NJ,73,F,G,UW,Y,N,6,12093.88
NJ,73,M,G,UW,Y,N,2,4635.84
NJ,73,M,G,UW,N,N,2,5099.52
NJ,73,F,G,UW,Y,Y,2,3749.04
NJ,73,M,G,UW,Y,Y,4,8622.72
NJ,73,F,G,UW,N,Y,1,2061.96
NJ,73,M,G,UW,N,Y,1,2371.32
NJ,73,F,G,UW,N,Y,1,2343.12
OH,73,F,G,UW,Y,N,2,3578.64
OH,73,M,G,UW,N,N,1,2987.76
OH,73,M,G,UW,Y,Y,1,1851.84
PA,73,M,G,UW,N,N,1,2715.12
PA,73,F,G,UW,Y,Y,3,5123.28
PA,73,M,G,UW,Y,Y,1,2164.68
PA,73,M,G,UW,N,Y,1,2705.88
SC,73,F,G,UW,Y,N,3,5084.64
SC,73,M,G,UW,Y,N,1,1949.16
SC,73,M,G,UW,N,N,1,2436.36
SC,73,F,G,UW,Y,Y,2,3213.12
SC,73,M,G,UW,Y,Y,2,3418.8
SC,73,F,G,UW,N,Y,1,1635.0
SC,73,M,G,UW,N,Y,2,3760.56
TN,73,F,G,UW,Y,Y,2,3091.32
TN,73,M,G,UW,Y,Y,8,13156.8
TN,73,M,G,UW,N,Y,1,1809.12
TX,73,F,G,UW,Y,Y,3,4734.84
TX,73,M,G,UW,Y,Y,7,14768.52
TX,73,M,G,UW,N,Y,1,2105.88
VA,73,F,G,UW,Y,N,1,1525.32
VA,73,F,G,UW,Y,Y,3,4118.44
VA,73,M,G,UW,Y,Y,3,4633.2
VA,73,M,G,UW,N,N,1,615.0
AZ,73,F,G,OE,Y,Y,1,567.48
FL,73,F,G,UW,Y,Y,1,1062.6
CO,73,M,N,OE,Y,N,1,1416.12
FL,73,M,N,OE,Y,Y,3,7672.32
GA,73,F,N,OE,Y,N,1,1446.24
GA,73,F,N,OE,Y,Y,1,1473.36
IL,73,F,N,OE,Y,Y,1,1229.52
IL,73,M,N,OE,Y,Y,1,1383.24
MI,73,M,N,OE,Y,Y,1,1376.88
NE,73,M,N,OE,Y,Y,1,1818.72
PA,73,F,N,OE,Y,Y,1,1381.92
VA,73,M,N,OE,Y,N,1,1314.72
VA,73,F,N,OE,Y,Y,1,1051.8
AZ,73,F,N,UW,Y,Y,1,1263.36
CO,73,F,N,UW,Y,Y,1,1352.16
FL,73,M,N,UW,Y,N,1,3311.4
FL,73,F,N,UW,Y,Y,1,1985.4
GA,73,M,N,UW,Y,N,1,1596.0
GA,73,M,N,UW,Y,Y,1,1399.68
GA,73,F,N,UW,N,Y,1,1338.84
IL,73,F,N,UW,Y,N,1,1366.2
